Cruise,Date,Fixed_Station,Seq_Station,Gear,Species,Fish_Num,SL_mm,FL_mm,RNAlater?,RNA_Later_Vial,Sex,Maturity ,Evisc_Weight (g),Gut_Bagged?,Liver_Bagged?,Musc_Bagged?,Head_Bagged?,Frozen_Whole?,Comments
SKQ201713S,170904,2.3,74,mid_water,B.saida,69,,154,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,70,,153,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,71,,127,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,72,,158,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,73,,152,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,74,,136,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,75,,153,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,76,,139,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,77,,145,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,78,,127,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,79,,168,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,80,,128,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,81,,118,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,82,,154,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,83,,163,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,84,,167,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,85,,152,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,86,,150,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,87,,117,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,88,,103,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,89,,102,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,90,,147,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,91,,147,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,92,,103,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,93,,140,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,94,,121,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,95,,138,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,96,,101,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,97,,89,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,98,,94,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,99,,146,,,,,,,,,,,
SKQ201713S,170904,2.3,74,mid_water,B.saida,100,,87,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,1,96,109,y,83-1,m,,9,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,2,108,123,y,83-2,m,,12,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,3,157,176,y,83-3,f,dev,29,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,4,107,119,y,83-4,f,im,10.5,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,5,133,151,y,83-5,f,im,18.5,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,6,87,100,y,83-6,,,,n,n,n,n,y,in Stn 83-C2 gut bag
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,7,109,132,y,83-7,f,im,13,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,8,88,101,y,83-8,f,im,7,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,9,83,93,y,83-9,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,10,107,120,y,83-10,m,,10,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,11,124,139,y,83-11,f,?,17,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,12,122,138,y,83-12,m,,16,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,13,87,96,y,83-13,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,14,107,133,y,83-14,m,,14,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,15,88,102,y,83-15,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,16,83,94,y,83-16,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,17,107,119,y,83-17,m,,10,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,18,88,100,y,83-18,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,19,118,131,y,83-19,f,im,13,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,20,120,134,y,83-20,f,dev,14.5,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,21,105,115,y,83-21,f,im,9.5,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,22,124,136,y,83-22,m,,15.5,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,23,125,133,y,83-23,m,,14.5,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,24,90,97,y,83-24,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,25,100,108,y,83-25,m,,8,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,26,91,99,y,83-26,m,,7,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,27,87,95,y,83-27,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,28,137,146,y,83-28,m,,17,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,29,115,125,y,83-29,unknown,,11.5,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,30,129,140,y,83-30,f,dev,15,y,y,y,y,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,31,90,97,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,32,96,103,n,,unknown,,8,y,n,n,n,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,33,90,98,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,34,94,102,n,,unknown,,7,y,n,n,n,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,35,86,94,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,36,83,90,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,37,85,92,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,38,78,85,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,39,84,92,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,40,104,111,n,,f,im,9,y,n,n,n,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,41,83,91,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,42,87,94,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,43,92,100,n,,m,,7,y,n,n,n,n,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,44,83,90,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,45,89,95,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,46,89,97,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,47,84,92,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,48,76,82,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,49,85,92,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,50,81,87,n,,,,,n,n,n,n,y,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,51,,85,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,52,,80,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,53,,75,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,54,,90,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,55,,77,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,56,,89,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,57,,95,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,58,,83,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,59,,64,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,60,,88,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,61,,94,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,62,,84,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,63,,95,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,64,,90,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,65,,88,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,66,,75,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,67,,84,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,68,,79,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,69,,82,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,70,,55,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,71,,83,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,72,,90,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,73,,135,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,74,,80,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,75,,90,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,76,,76,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,77,,87,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,78,,75,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,79,,84,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,80,,84,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,81,,84,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,82,,79,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,83,,102,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,84,,78,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,85,,77,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,86,,82,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,87,,85,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,88,,83,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,89,,81,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,90,,81,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,91,,92,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,92,,80,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,93,,79,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,94,,90,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,95,,87,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,96,,90,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,97,,85,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,98,,85,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,99,,77,,,,,,,,,,,
SKQ201713S,170905,4.4,83-C2,mid_water,B.saida,100,,78,,,,,,,,,,,
SKQ201713S,170909,2.3,146,mid_water,B.saida,1,82,92,y,146-1,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,2,79,85,y,146-2,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,3,89,102,y,146-3,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,4,88,96,y,146-4,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,5,77,87,y,146-5,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,6,89,100,y,146-6,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,7,81,92,y,146-7,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,8,82,92,y,146-8,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,9,74,83,y,146-9,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,10,72,82,y,146-10,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,11,77,89,y,146-11,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,12,77,88,y,146-12,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,13,83,96,y,146-13,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,14,82,91,y,146-14,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,15,74,88,y,146-15,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,16,84,95,y,146-16,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,17,80,92,y,146-17,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,18,79,89,y,146-18,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,19,,89,y,146-19,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,20,,85,y,146-20,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,21,,88,y,146-21,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,22,,90,y,146-22,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,23,73,82,y,146-23,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,24,,87,y,146-24,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,25,,83,y,146-25,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,26,,88,y,146-26,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,27,,88,y,146-27,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,28,,81,y,146-28,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,29,,78,y,146-29,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,30,,75,y,146-30,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,31,,86,n,,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,32,,67,n,,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,33,,63,n,,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,34,,73,n,,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,35,,60,n,,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,36,,68,n,,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,37,,52,n,,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,38,,58,n,,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,39,,46,n,,,,,n,n,n,n,y,
SKQ201713S,170909,2.3,146,mid_water,B.saida,40,,51,n,,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,1,,166,y,149-1,m,,25.8,y,y,y,y,n,
SKQ201713S,170909,7.2,149,mid_water,B.saida,2,,99,y,149-2,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,3,,130,y,149-3,unknown,,13.2,y,y,y,y,n,
SKQ201713S,170909,7.2,149,mid_water,B.saida,4,,106,y,149-4,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,5,,104,y,149-5,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,6,,102,y,149-6,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,7,,105,y,149-7,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,8,,105,y,149-8,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,9,,98,y,149-9,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,10,,97,y,149-10,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,11,,102,y,149-11,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,12,,91,y,149-12,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,13,,98,y,149-13,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,14,,87,y,149-14,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,15,,89,y,149-15,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,16,,101,y,149-16,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,17,,95,y,149-17,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,18,,103,y,149-18,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,19,,106,y,149-19,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,20,,87,y,149-20,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,21,,99,y,149-21,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,22,,89,y,149-22,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,23,,99,y,149-23,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,24,,90,y,149-24,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,25,,91,y,149-25,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,26,,93,y,149-26,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,27,,93,y,149-27,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,28,,98,y,149-28,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,29,,77,y,149-29,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,30,,78,y,149-30,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,31,,134,n,,m,,15.0,y,n,y,y,n,
SKQ201713S,170909,7.2,149,mid_water,B.saida,32,,105,n,,f,im,8.7,y,n,y,y,n,
SKQ201713S,170909,7.2,149,mid_water,B.saida,33,,101,n,,,,,n,n,n,n,y,
SKQ201713S,170909,7.2,149,mid_water,B.saida,34,,86,n,,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,1,,160,y,162-1,f,dev,24.5,y,y,y,y,n,
SKQ201713S,170910,6.3,162,mid_water,B.saida,2,,108,y,162-2,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,3,,105,y,162-3,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,4,,104,y,162-4,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,5,,138,y,162-5,f,im,16.7,y,y,y,y,n,
SKQ201713S,170910,6.3,162,mid_water,B.saida,6,,98,y,162-6,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,7,,111,y,162-7,m,,8.8,y,y,y,y,n,Damaged; body cavity punctured (liver slightly poking out before dissection); liver seemed quite small
SKQ201713S,170910,6.3,162,mid_water,B.saida,8,,88.5,y,162-8,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,9,,101,y,162-9,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,10,,96,y,162-10,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,11,,98,y,162-11,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,12,,91,y,162-12,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,13,,90,y,162-13,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,14,,90,y,162-14,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,15,,97,y,162-15,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,16,,94,y,162-16,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,17,,101.5,y,162-17,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,18,,96.5,y,162-18,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,19,,99,y,162-19,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,20,,86,y,162-20,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,21,,87,y,162-21,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,22,,88,y,162-22,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,23,,91,y,162-23,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,24,,82,y,162-24,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,25,,82,y,162-25,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,26,,88,y,162-26,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,27,,83,y,162-27,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,28,,80,y,162-28,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,29,,59,y,162-29,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,B.saida,30,,51,y,162-30,,,,n,n,n,n,y,
SKQ201713S,170910,6.3,162,mid_water,snailfish,31,155,175,n,,,,,n,n,n,n,n,"Eviscerated and examined, discarded; no identifiable gut contents"
SKQ201713S,170910,6.3,162,mid_water,snailfish,32,173,200,n,,,,,n,n,n,n,n,"Eviscerated and examined, discarded; no identifiable gut contents"
SKQ201713S,170910,DVM,164,mid_water,B.saida,1,,89,n,,,,,n,n,n,n,Y,label incorrect: says 165; frozen whole after measurement 
SKQ201713S,170910,DVM,164,mid_water,B.saida,2,,107,n,,,,,n,n,n,n,Y,label incorrect: says 165; frozen whole after measurement 
SKQ201713S,170910,DVM,164,mid_water,B.saida,3,,86,n,,,,,n,n,n,n,Y,label incorrect: says 165; frozen whole after measurement 
SKQ201713S,170910,DVM,164,mid_water,B.saida,4,,60,n,,,,,n,n,n,n,Y,label incorrect: says 165; frozen whole after measurement 
SKQ201713S,170912,3.45,165,mid_water,B.saida,1,,184,Y,165-1,m,,33.1,Y,Y,Y,Y,n,label incorrect:says 166
SKQ201713S,170912,3.45,165,mid_water,B.saida,2,,142,Y,165-2,f,im,17.2,Y,Y,Y,Y,n,label incorrect:says 166
SKQ201713S,170912,3.45,165,mid_water,B.saida,3,,137,Y,165-3,f,dev,18.1,Y,Y,Y,Y,n,labels other than RNA/DNA incorrect:say 166
SKQ201713S,170912,3.45,165,mid_water,B.saida,4,,158,Y,165-4,f,dev,21.9,Y,Y,Y,Y,n,labels other than RNA/DNA incorrect:say 167
SKQ201713S,170912,3.45,165,mid_water,B.saida,5,,124,Y,165-5,m,,15.1,Y,Y,Y,Y,n,labels other than RNA/DNA incorrect:say 168
SKQ201713S,170912,3.45,165,mid_water,B.saida,6,,112,Y,165-6,f,im,10.3,Y,Y,Y,Y,n,labels other than RNA/DNA incorrect:say 169
SKQ201713S,170912,3.45,165,mid_water,B.saida,7,,163,Y,165-7,f,dev,21.5,Y,Y,Y,Y,n,labels other than RNA/DNA incorrect:say 170
SKQ201713S,170912,3.45,165,mid_water,B.saida,8,,147,Y,165-8,m,,17.5,Y,Y,Y,Y,n,labels other than RNA/DNA incorrect:say 171
SKQ201713S,170912,3.45,165,mid_water,B.saida,9,,106,Y,165-9,,,na,n,n,n,n,y,labels other than RNA/DNA incorrect:say 172
SKQ201713S,170912,3.45,165,mid_water,B.saida,10,,104,Y,165-10,,,na,n,n,n,n,y,labels other than RNA/DNA incorrect:say 173
SKQ201713S,170912,3.45,165,mid_water,B.saida,11,,101,Y,165-11,,,na,n,n,n,n,y,labels other than RNA/DNA incorrect:say 174
SKQ201713S,170912,3.45,165,mid_water,B.saida,12,,100,Y,165-12,,,na,n,n,n,n,y,labels other than RNA/DNA incorrect:say 175
SKQ201713S,170912,3.45,165,mid_water,B.saida,13,,102,Y,165-13,,,na,n,n,n,n,y,labels other than RNA/DNA incorrect:say 176
SKQ201713S,170912,3.45,165,mid_water,B.saida,14,,102,Y,165-14,,,na,n,n,n,n,y,labels other than RNA/DNA incorrect:say 177
SKQ201713S,170912,3.45,165,mid_water,B.saida,15,,106,Y,165-15,,,na,n,n,n,n,y,labels other than RNA/DNA incorrect:say 178
SKQ201713S,170912,3.45,165,mid_water,B.saida,16,,103,Y,165-16,,,na,n,n,n,n,y,labels other than RNA/DNA incorrect:say 179
SKQ201713S,170912,3.45,165,mid_water,B.saida,17,,98,Y,165-17,,,na,n,n,n,n,y,labels other than RNA/DNA incorrect:say 180
SKQ201713S,170912,3.45,165,mid_water,B.saida,18,,98,Y,165-18,,,na,n,n,n,n,y,labels other than RNA/DNA incorrect:say 181
SKQ201713S,170912,3.45,165,mid_water,B.saida,19,,94,Y,165-19,,,na,n,n,n,n,y,labels other than RNA/DNA incorrect:say 182
